id,title,siglum,description,rism,date,century,provenance,provenance_detail,segment,summary,indexing_notes,liturgical_occasions,indexing_date,drupal_path,cursus,image_link,n_cantus_chants,n_cantus_melodies
476,SK-TN (Trenčín) ZH-A Sine num. sig. (18),SK-TN ZH-A Sine num. sig.  (18),,,,15th century,Slovakia/Central Europe (?),,,,,,,http://cantus.sk/source/28830,,,,
477,SK-KO (Košice) Antiphonarium H III/2 mac 16,SK-KO (Košice) H III/2 mac 16,,,,15th century,Slovakia (medieval Hungary) Premonstratensians,,,,,,,http://cantus.sk/source/30730,,,,
478,P-G (Guimarães) Arquivo Municipal Alfredo Pimenta C 1508,P-G C 1508,,,,1547,"Guimarães, Colegiada de Nossa Senhora da Oliveira",,,,,,,https://pemdatabase.eu/source/49684,,,,
479,CZ-R (Rajhrad) R 396,CZ-R R 396,,,,13th century,Rajhrad,,,,,,,http://cantusbohemiae.cz/source/7157,,,,
480,D-Mbs : Clm 03005,D-Mbs Clm 03005,,,,9th century,"Bavière, Andechs, Abbaye bénédictine d'Andechs",,,,,,,http://musmed.eu/source/12134,,,,
481,SK-MO (Modra) Magistrát mesta Modry 4925 Rechnungen des Kirchenvaters 1610-1615,SK-MO 4925,,,,15th century,Slovakia,,,,,,,http://cantus.sk/source/178,,,,
482,US-PHf : Lewis T72,US-PHf Lewis T72,,,,12th century,"Italie, zone de Ravenna (?)",,,,,,,http://musmed.eu/source/98227,,,,
483,B-Br : Ms 10127-44,B-Br Ms 10127-44,,,,9th century,Abbaye du Mont-Blandin (jusqu'en 1566),,,,,,,http://musmed.eu/source/9026,,,,
484,F-Pn : Lat. 12050,F-Pn Lat. 12050,,,,9th century,Corbie,,,,,,,http://musmed.eu/source/13374,,,,
485,SK-BJ (Bardejov) Antiphonarium MMBJ 1779,SK-BJ (Bardejov) MMBJ 1779,,,,14th century,Hungary,,,,,,,http://cantus.sk/source/29806,,,,
486,D-B : Ms Gall. Qu. 048,D-B Ms Gall. Qu. 048,,,,12th century,Ouest de la France,,,,,,,http://musmed.eu/source/8810,,,,
487,F-Pn : NAL 01890,F-Pn NAL 01890,,,,12th century,Eglise de la Madeleine de Barbechat (près de Nantes),,,,,,,http://musmed.eu/source/13550,,,,
488,"SK-BEt (Betliar) Slovenské národné múzeum - Múzeum Betliar 3 BREVIARIUM Sign. K0000/07120, HK 07120/I",SK-BEt K0000/07120,,,,15th century,OFM,,,,,,,http://cantus.sk/source/29069,,,,
489,A-KN CCl. 22 Antiphonarium (Fragm.),A-KN CCl. 22,,,,14th century,Klosterneuburg,,,,,,,http://austriamanus.org/source/3876,,,,
490,SK-KO (Košice) Antiphonarium Varadinense H III/2 mac 53,SK-KO (Košice) H III/2 mac 53,,,,15th century,"medieval Hungary (Transylvania, Oradea)",,,,,,,http://cantus.sk/source/31158,,,,
491,F-SEm : Ms 009,F-SEm Ms 009,,,,12th century,Sens,,,,,,,http://musmed.eu/source/20187,,,,
492,D-Sl : Cod.theol.et.phil.fol.202,D-Sl Cod.theol.et.phil.fol.202,,,,9th century,Sud de l'Allemagne,,,,,,,http://musmed.eu/source/14455,,,,
493,A-KN Fragm. 1 Antiphonarium,A-KN Fragm. 1,,,,12th century,Austria,,,,,,,http://austriamanus.org/source/4,,,,
494,SK-Lap (Levoča) Antiphonarium MMLE XXII/309,SK-Lap (Levoča) MMLE XXII/309,,,,16th century,Hungary,,,,,,,http://cantus.sk/source/29836,,,,
495,SK-MO (Modra) Magistrát mesta Modry 3097 II.2.38.292. Kammerrechnung 1645,SK-MO 3097,,,,15th century,Slovakia,,,,,,,http://cantus.sk/source/145,,,,
496,D-Sl : HB VII 037,D-Sl HB VII 037,,,,10th century,Constance ?,,,,,,,http://musmed.eu/source/14470,,,,
497,"SK-BSa (Banská Štiavnica) Copirbuch No.inv. 608, 57 MMBŠ 16K53 1587-1588, škatuľa 17",SK-BSa 608,,,,15th century,Slovakia,,,,,,,http://cantus.sk/source/87,,,,
498,"SK-BSa (Banská Štiavnica) Wachgeldregister 1595-1596, 98 MMBŠ 16K94, škatuľa 24",SK-BSa 98 16K94,,,,14th century,Slovakia,,,,,,,http://cantus.sk/source/116,,,,
499,US-Baw : W.0011,US-Baw W.0011,,,,11th century,Ravenne diocèse,,,,,,,http://musmed.eu/source/8646,,,,
500,SK-BRnm (Bratislava) MUS XVIII 666,SK-BRnm MUS XVIII 666,,,,14th century,Slovakia,,,,,,,http://cantus.sk/source/220,,,,
501,"SK-BEt (Betliar) Slovenské národné múzeum - Múzeum Betliar 12 BREVIARIUM Sign. K0000/11909, HK 11909",SK-BEt  K0000/11909,,,,15th century,Central Europe (Slovakia),,,,,,,http://cantus.sk/source/29078,,,,
502,SK-Lap (Levoča) Antiphonarium MMLE XXI/76,SK-Lap (Levoča) MMLE XXI/76,,,,16th century,Hungary,,,,,,,http://cantus.sk/source/29834,,,,
503,D-DS : Hs 1946,D-DS Hs 1946,,,,11th century,Echternach,,,,,,,http://musmed.eu/source/9535,,,,
504,GB-Ob : Selden Supra 0027,GB-Ob Selden Supra 0027,,,,11th century,"Bavière,  Diocèse d'Eichstätt,  Heidenheim, Abbaye St Wunibald d'Heidenheim",,,,,,,http://musmed.eu/source/126992,,,,
505,E-TUY (Tuy) Archivo Capitular de la Catedral de Tuy Fragmento 14,E-TUY Fragmento 014,,,,c. 1400,"Tui (E), Catedral",,,,,,,https://pemdatabase.eu/source/72321,Secular,,,
506,SK-BJ (Bardejov) Breviarium MMBJ 1792,SK-BJ (Bardejov) MMBJ 1792,,,,14th century,Hungary,,,,,,,http://cantus.sk/source/29811,,,,
507,GB-Ob : Ms Canon. Liturg. 0342,GB-Ob Ms Canon. Liturg. 0342,,,,13th century,"Dalmatia, Ragusa (Dubrovnik), Abbaye Benedictine St Marie de Dubrovnik",,,,,,,http://musmed.eu/source/119661,,,,
508,SK-Bra (Bratislava) EL 8,SK-Bra EL8,,,,14th century,Slovakia / Hungary,,,,,,,http://cantus.sk/source/10969,,,,
509,SK-KOs (Košice) Antiphonarium V 981 PA,SK-KOs V 981 PA,,,,15th century,Slovakia ,,,,,,,http://cantus.sk/source/10447,,,,
510,"Villars, France, Private collections, D-0iml3 (fragment) ",F-Villpc D-0iml3 (fragment),,,,,Spain,,,,,,,http://cantus.uwaterloo.ca/source/699064,,,,
511,SK-BRnm (Bratislava) MUS I 14,SK-BRnm MUS I 14,,,,14th century,Slovakia,,,,,,,http://cantus.sk/source/214,,,,
512,A-KN Fragm. 411 Antiphonarium,A-KN Fragm. 411,,,,14th century,Klosterneuburg,,,,,,,http://austriamanus.org/source/95,,,,
513,SK-TN (Trenčín) ZH-A Sine num.sig. (22),SK-TN ZH-A Sine num.sig. (22),,,,15th century,Slovakia/Central Europe (?) ,,,,,,,http://cantus.sk/source/28834,,,,
514,F-Pn : NAL 01236 (2r-2v ; 179r-180v),F-Pn NAL 01236 (2r-2v ; 179r-180v),,,,11th century,Nevers,,,,,,,http://musmed.eu/source/158279,Monastic,,,
515,SK-MO (Modra) Magistrát mesta Modry 571 Gerichtsprotokolle (Diarum iudiciale civitatis Modor) 1670-1672,SK-MO 571,,,,15th century,"Transylvania-Várad, Zalka antiphonary",,,,,,,http://cantus.sk/source/139,,,,
516,SK-Bra (Bratislava) EC Lad.1/10,SK-Bra ECLad.1/10,,,,14th century,Germany,,,,,,,http://cantus.sk/source/10951,,,,
517,SK-BRu (Bratislava) Ms 1327,SK-BRu Ms1327,,,,15th century,Central Europe (Poland),,,,,,,http://cantus.sk/source/5615,,,,
518,F-SOM : Ms 0252,F-SOM Ms 0252,,,,11th century,Saint-Bertin,,,,,,,http://musmed.eu/source/14203,,,,
519,F-ME : Ms 0732 bis (Pièce 02),F-ME Ms 0732 bis (Pièce 02),,,,13th century,Est de la France,,,,,,,http://musmed.eu/source/21673,Romanum,,,
520,"P-EVp (Évora) Biblioteca Pública Pasta 3, doc. 006","P-EVp Pasta 3, doc. 006",,,,late 14th cent.,"Évora, Catedral",,,,,,,https://pemdatabase.eu/source/101288,unknown,,,
521,V-CVbav : Barb.lat.0631,V-CVbav Barb.lat.0631,,,,11th century,Montecassino,,,,,,,http://musmed.eu/source/14761,,,,
522,SK-KO (Košice) Antiphonarium H III/1 B. no. 2,SK-KO (Košice)  H III/1 B. no. 2,,,,15th century,Slovakia (medieval Hungary) Premonstratensians,,,,,,,http://cantus.sk/source/30723,,,,
523,SK-BRsa (Bratislava) Slovenský národný archív - Graduale Nitriensis,SK-BRsa SNA 67,,,,16th century,Slovakia - Nitra,,,,,,,http://cantus.sk/source/6776,,,,
524,SK-BRsa Antiphonarium Scepusiense Protoc. I 1510 (1632),SK-BRsa Spis 1510,,,,15th century,Slovakia - Spišská Kapitula,,,,,,,http://cantus.sk/source/13840,,,,
525,A-KN : Cod 0073,A-KN Cod 0073,,,,13th century,Klosterneuburg,,,,,,,http://musmed.eu/source/17327,,,,
526,F-ME : Ms 0732 (15),F-ME Ms 0732 (15),,,,11th century,France,,,,,,,http://musmed.eu/source/21649,,,,
527,SK-Lap (Levoča) Antiphonarium MMLE XXII/310,SK-Lap (Levoča) MMLE XXII/310,,,,16th century,Hungary,,,,,,,http://cantus.sk/source/29831,,,,
528,"Sydney, University of Sydney, Fisher Library, Rare Books & Special Collections, Add.Ms. 327 (rear pastedown)",AUS-Sfl Add.Ms. 327 (rear pastedown),,,,,Spain,,,,,,,http://cantus.uwaterloo.ca/source/705661,,,,
529,F-BG : Ms 0036,F-BG Ms 0036,,,,11th century,France,,,,,,,http://musmed.eu/source/8956,,,,
530,F-LA : Ms 0118,F-LA Ms 0118,,,,9th century,"France, Abbaye royale de Saint-Denis",,,,,,,http://musmed.eu/source/11594,,,,
531,F-RS : Ms 0264,F-RS Ms 0264,,,,13th century,Reims St Thierry,,,,,,,http://musmed.eu/source/14067,,,,
532,GB-Ccc : Ms 473,GB-Ccc Ms 473,,,,11th century,Winchester,,,,,,,http://musmed.eu/source/9130,,,,
533,CH-SGs : Cod 0378,CH-SGs Cod 0378,,,,11th century,St Gallen,,,,,,,http://musmed.eu/source/14289,,,,
534,CH-SGv : VadSlg Ms 0295,CH-SGv VadSlg Ms 0295,,,,11th century,Kapelle Peter und Paul in Rotmonten bei St.Gallen,,,,,,,http://musmed.eu/source/14258,,,,
535,P-Cug (Coimbra) Biblioteca Geral da Universidade MM 1063 (16) + MM..., P-Cug MM 1063 (16) + MM 1063 (17),,,,c. 1250-1275 ,England?,,,,,,,https://pemdatabase.eu/source/119562,unknown,,,
536,SK-KOs (Košice) Antiphonarium R 246 PA,SK-KOs R 246 PA,,,,15th century,Bohemia,,,,,,,http://cantus.sk/source/10448,,,,
537,SK-TN (Trenčín) MMTN – Kn/I-27,SK-TN MMTN – Kn/I-27,,,,15th century,Moravia/ Slovakia: Nové Mesto nad Váhom (?),,,,,,,http://cantus.sk/source/28827,,,,
538,F-LG : Ms 0002 (17),F-LG Ms 0002 (17),,,,13th century,Chapitre de Saint Julien (Limoges),,,,,,,http://musmed.eu/source/11655,,,,
539,"SK-BSa (Banská Štiavnica) Copirbuch No.inv. 612, 61 MMBŠ 16K57 1593-1595, škatuľa 18",SK-BSa 612,,,,15th century,Slovakia,,,,,,,http://cantus.sk/source/90,,,,
540,A-KN Fragm. 438 Antiphonarium,A-KN Fragm. 438,,,,12th century,Klosterneuburg,,,,,,,http://austriamanus.org/source/106,,,,
541,SK-BRnm (Bratislava) MUS I 79,SK-BRnm MUS I 79,,,,16th century,Slovakia,,,,,,,http://cantus.sk/source/216,,,,
542,SK-TN (Trenčín) MMTN – Kn/I-14,SK-TN MMTN – Kn/I-14,,,,15th century,Moravia/ Slovakia: Nové Mesto nad Váhom (?),,,,,,,http://cantus.sk/source/28779,,,,
543,D-Mbs : Clm 14615,D-Mbs Clm 14615,,,,11th century,"München, Germany",,,,,,,http://musmed.eu/source/12286,,,,
544,SK-BRnm (Bratislava) Cantionae sacrae,SK-BRnm MUS I 92,,,,17th century,Slovensko - Bratislava,,,,,,,http://cantus.sk/source/22967,,,,
545,SK-Bra (Bratislava) EC Lad.2/49,SK-Bra ECLad.2/49,,,,15th century,Slovakia,,,,,,,http://cantus.sk/source/10966,,,,
546,CZ-R (Rajhrad) R 418,CZ-R R 418,,,,12th century,Břevnov monastery,,,,,,,http://cantusbohemiae.cz/source/11622,,,,
547,F-Pn : Lat. 18010,F-Pn Lat. 18010,,,,11th century,Abbaye Saint-Corneille de Compiègne,,,,,,,http://musmed.eu/source/13514,,,,
548,D-BAa : Msc Lit 007,D-BAa Msc Lit 007,,,,11th century,Seeon (Haute-Bavière),,,,,,,http://musmed.eu/source/8678,,,,
549,A-KN Fragm. 336 Antiphonarium,A-KN Fragm. 336,,,,15th century,Austria,,,,,,,http://austriamanus.org/source/76,,,,
550,"E-Bbc (Barcelona) E-Bbc, M 1147","E-Bbc E-Bbc, M 1147",,,,12th century,Monasterio de Sant Pere d'Àger (Lleida),,,,,,,http://musicahispanica.eu/source/20246,,,,
551,F-AS : Ms 0437 (cat. 1011),F-AS Ms 0437 (cat. 1011),,,,13th century,St Vaast d'Arras,,,,,,,http://musmed.eu/source/8481,,,,
552,SK-KO (Košice) Antiphonarium H III/2 mac 14,SK-KO (Košice) H III/2 mac 14,,,,15th century,Slovakia (medieval Hungary) Premonstratensians,,,,,,,http://cantus.sk/source/30729,,,,
553,F-Pn : Lat. 8883,F-Pn Lat. 8883,,,,11th century,Abbaye de Marmoutier (dioc. de Tours),,,,,,,http://musmed.eu/source/13268,,,,
554,SK-TN (Trenčín) MMTN – Kn/I-16,SK-TN MMTN – Kn/I-16,,,,15th century,Moravia/ Slovakia: Nové Mesto nad Váhom (?),,,,,,,http://cantus.sk/source/28782,,,,
555,F-AUT : Ms S 0037 (33),F-AUT Ms S 0037 (33),,,,10th century,France,,,,,,,http://musmed.eu/source/8587,,,,
556,F-ME : Ms 0349,F-ME Ms 0349,,,,10th century,Abbaye Saint-Arnould,,,,,,,http://musmed.eu/source/21626,,,,
557,SK-MO (Modra) Magistrát mesta Modry 3117 II.3.58.312. Kammerrechnung 1665,SK-MO 3117,,,,15th century,Slovakia,,,,,,,http://cantus.sk/source/156,,,,
558,SK-MO (Modra) Magistrát mesta Modry 5196 Register der Abgaben für das Winzerrecht 1676,SK-MO 5196,,,,15th century,"Transylvania-Várad, Zalka antiphonary",,,,,,,http://cantus.sk/source/193,,,,
559,E-TUY (Tuy) Archivo Capitular de la Catedral de Tuy Fragmento 1,E-TUY Fragmento 001,,,,c. 1400,"Tui (E), Catedral",,,,,,,https://pemdatabase.eu/source/69092,Secular,,,
560,V-CVbav : Pal.lat.0295,V-CVbav Pal.lat.0295,,,,12th century,Allemagne ?,,,,,,,http://musmed.eu/source/14828,,,,
561,F-Pn : Lat. 8922,F-Pn Lat. 8922,,,,12th century,Abbaye d’Echternach,,,,,,,http://musmed.eu/source/13274,,,,
562,"Montréal, McGill University - Rare Books and Special Collections - Manuscript Collection, MS Medieval 0170 (fragment)",CDN-Mlr MS Medieval 0170 (fragment),,,,,Italy,,,,,,,http://cantusdatabase.org/source/693585,,,,
563,F-O : Ms 150,F-O Ms 150,,,,12th century,Abbaye de Fleury,,,,,,,http://musmed.eu/source/12672,,,,
564,P-Cug (Coimbra) Biblioteca Geral da Universidade MM 0045,P-Cug MM 0045,,,,late 15th century,"Coimbra, Mosteiro de São Marcos?",,,,,,,https://pemdatabase.eu/source/46513,Secular,,,
565,"Montréal, McGill University - Rare Books and Special Collections - Manuscript Collection, MS Medieval 0220 (fragment)",CDN-Mlr MS Medieval 0220 (fragment),,,,,Italy,,,,,,,http://cantusdatabase.org/source/693748,,,,
566,I-FROas : Collezione delle permamene 82 (99),I-FROas Collezione delle permamene 82 (99),,,,12th century,Italie,,,,,,,http://musmed.eu/source/15487,,,,
567,"Montréal, McGill University - Rare Books and Special Collections - Manuscript Collection, MS Medieval 0072 (fragment)",CDN-Mlr MS Medieval 0072 (fragment),,,,15th century,Italy,,,,,,,http://cantusdatabase.org/source/693510,,,,
568,"An Antiphonal from the parish at Santa Maria sopra Porta-- Stanford Libraries, Department of Special Collections: Manuscript Collection: M2223, Item 42","US-STu M2223, Item 42",,,,15th century (1425-1450),Italy,,,,,,,http://cantus.uwaterloo.ca/source/693859,,,,
569,SK-BRnm (Bratislava) MUS I 4,SK-BRnm MUS I 4,,,,14th century,Slovakia,,,,,,,http://cantus.sk/source/205,,,,
570,SK-MO (Modra) Magistrát mesta Modry 741 V. 156.1237. Strafgerichtsordnung 1656,SK-MO 741,,,,15th century,"Transylvania-Várad, Zalka antiphonary",,,,,,,http://cantus.sk/source/142,,,,
571,SK-MO (Modra) Magistrát mesta Modry 5189 Register der Abgaben für das Winzerrecht 1669,SK-MO 5189,,,,15th century,"Transylvania-Várad, Zalka antiphonary",,,,,,,http://cantus.sk/source/187,,,,
572,P-G (Guimarães) Arquivo Municipal Alfredo Pimenta C 0192,P-G C 0192,,,,15th cent.,"Guimarães, Colegiada de Nossa Senhora da Oliveira",,,,,,,https://pemdatabase.eu/source/47402,unknown,,,
573,E-TUY (Tuy) Archivo Capitular de la Catedral de Tuy Fragmento 11,E-TUY Fragmento 011,,,,c. 1400,"Tui (E), Catedral",,,,,,,https://pemdatabase.eu/source/70647,Secular,,,
574,I-Bc : Q 03 (Fr 022),I-Bc Q 03 (Fr 022),,,,12th century,Italie centrale,,,,,,,http://musmed.eu/source/33184,,,,
575,NL-Uu : Hs. 0415,NL-Uu Hs. 0415,,,,15th century,Maastricht,,,,,,,http://musmed.eu/source/15626,,,,
576,SK-MO (Modra) Magistrát mesta Modry 5197 Register der Abgaben für das Winzerrecht 1677,SK-MO 5197,,,,15th century,"Transylvania-Várad, Zalka antiphonary",,,,,,,http://cantus.sk/source/194,,,,
577,SK-BRnm (Bratislava) MUS I 1,SK-BRnm MUS I 1,,,,15th century,Slovakia,,,,,,,http://cantus.sk/source/202,,,,
578,"SK-BRsa Lad. XV.Fasc.8, nr. 2",SK-BRsa Erdődy XV 8 2,,,,16th century,Central Europe,,,,,,,http://cantus.sk/source/13689,,,,
579,SK-BSa (Banská Štiavnica) Protocollum No.inv.581 1561,SK-BSa 581,,,,14th century,Slovakia,,,,,,,http://cantus.sk/source/80,,,,
580,SK-MO (Modra) Magistrát mesta Sv. Jur 5991 Inventar des Stadtweins 1612-1644,SK-MO Jur 5991,,,,15th century,Slovakia,,,,,,,http://cantus.sk/source/201,,,,
581,SK-MO (Modra) Magistrát mesta Sv. Jur 5421 Waisenrechnungen 1637-1638,SK-MO Jur 5421,,,,15th century,Slovakia,,,,,,,http://cantus.sk/source/200,,,,
582,SK-BRu (Bratislava) Ms 1316,SK-BRu Ms1316,,,,13th century,Central Europe,,,,,,,http://cantus.sk/source/5610,,,,
583,"E-Bbc (Barcelona) E-Bbc, M 251","E-Bbc E-Bbc, M 251",,,,15th century,Monasterio de Sant Jeroni de la Murtra (Barcelona),,,,,,,http://musicahispanica.eu/source/20223,,,,
584,"Washington, D.C., The Library of Congress - Music Division, M2.1 XII M7",US-Wc M2.1 XII M7,,,,,Germany,,,,,,,http://cantus.uwaterloo.ca/source/706628,,,,
585,SK-PREa (Prešov) Antiphonarium 1,SK-PREa (Prešov) Zb. ilum. 1 ,,,,15th century,Hungary,,,,,,,http://cantus.sk/source/29821,,,,
586,SK-Lap (Levoča) Antiphonarium MMLE XXII/312,SK-Lap (Levoča) MMLE XXII/312,,,,16th century,Hungary,,,,,,,http://cantus.sk/source/29835,,,,
587,SK-BRnm (Bratislava) D.2/2005,SK-BRnm D 2 2005,,,,15th century,Slovakia,,,,,,,http://cantus.sk/source/219,,,,
588,"Prague, University library XI C 3 ",CZ-Pu XI C 3,,,,11th century (1025-1050),Prague,,,,,,,http://cantus.uwaterloo.ca/source/588729,,,,
589,F-AI : Ms 0042,F-AI Ms 0042,,,,10th century,Albi Cathédrale Sainte Cécile,,,,,,,http://musmed.eu/source/8385,,,,
590,D-Mbs : Clm 06250,D-Mbs Clm 06250,,,,9th century,Environs de Freising,,,,,,,http://musmed.eu/source/12176,,,,
591,PL-Kl RL 1 Graduał wiślicki,RL 1,,,,14th century,Wiślica,,,,,,,http://cantus.ispan.pl/source/13732,,,,
592,CH-E : Cod 0205,CH-E Cod 0205,,,,10th century,Suisse ?,,,,,,,http://musmed.eu/source/9756,,,,
593,A-KN Fragm. 370 Antiphonarium,A-KN Fragm. 370,,,,13th century,Austria/Germany,,,,,,,http://austriamanus.org/source/84,,,,
594,SK-Bra (Bratislava) EC Lad.2/46,SK-Bra ECLad.2/46,,,,15th century,Slovakia,,,,,,,http://cantus.sk/source/10963,,,,
595,SK-BSa (Banská Štiavnica) Protocollum No.inv.58/?/ 156/?/,SK-BSa 582 /?/,,,,14th century,Slovakia,,,,,,,http://cantus.sk/source/81,,,,
596,"SK-Bra (Bratislava) Štátny archív v Bratislave - EC Lad. 6, Varia Antiphonarium",SK-Bra ECLad.6 A,,,,15th century,Bratislava,,,,,,,http://cantus.sk/source/17590,,,,
597,"SK-BRsa Antiphonarium Scepusiense Protoc. XX Anni 1551-1559, 1618-1632",SK-BRsa Spis 1551,,,,15th century,Slovakia - Spišská Kapitula,,,,,,,http://cantus.sk/source/13834,,,,
598,SK-Lap (Levoča) Antiphonarium MMLE XXII/258,SK-Lap (Levoča) MMLE XXII/258,,,,14th century,Hungary,,,,,,,http://cantus.sk/source/29837,,,,
599,SK-MO (Modra) Magistrát mesta Modry 5146 Register der Abgaben für das Winzerrecht 1625,SK-MO 5146,,,,15th century,Slovakia,,,,,,,http://cantus.sk/source/179,,,,
600,CZ-Pn (Praha) XIII B 2,CZ-Pn XIII B 2,,,,14th century,Bohemia,,,,,,,http://cantusbohemiae.cz/source/11621,,,,
601,CZ-Pu (Praha) XIII A 5c,CZ-Pu XIII A 5c,,,,15th century,Bohemia,,,,,,,http://cantusbohemiae.cz/source/11620,,,,
602,"SK-BSa (Banská Štiavnica) Copirbuch No.inv. 620, 1611-1612 ",SK-BSa 620,,,,14th century,Slovakia,,,,,,,http://cantus.sk/source/94,,,,
603,F-LA : Ms 0239,F-LA Ms 0239,,,,9th century,Laon,,,,,,,http://musmed.eu/source/11599,,,,
604,F-Pn : Lat. 9436,F-Pn Lat. 9436,,,,11th century,Abbaye royale de Saint-Denis,,,,,,,http://musmed.eu/source/15586,,,,
605,F-Togs : Ms 001,F-Togs Ms 001,,,,11th century,"France, Tours, Saint-Martin de Tours",,,,,,,http://musmed.eu/source/103078,,,,
606,F-Pn : Lat. 2291,F-Pn Lat. 2291,,,,9th century,Transporté à St-Germain-des-Prés à la fin du IXe,,,,,,,http://musmed.eu/source/13113,,,,
607,A-KN Fragm. 113 Graduale,A-KN Fragm. 113,,,,14th century,Austria,,,,,,,http://austriamanus.org/source/51,,,,
608,F-Pn : Lat. 9449,F-Pn Lat. 9449,,,,11th century,Nevers,,,,,,,http://musmed.eu/source/13297,,,,
609,SK-BRsa Acta anni Sedlák Nr. 11,SK-BRsa Leles 11,,,,14th century,Slovakia / Hungary,,,,,,,http://cantus.sk/source/13705,,,,
610,"Den Haag, Koninklijke Bibliotheek - Nationale Bibliotheek van Nederland, 76 E 18",NL-DHk 76 E 18,,,,15th century,Paris,,,,,,,http://cantus.uwaterloo.ca/source/666893,Secular,,,
611,SK-KO (Košice) Antiphonarium H III/2 mac 45,SK-KO (Košice) H III/2 mac 45,,,,15th century,cursus monasticus (Dominicans?),,,,,,,http://cantus.sk/source/31091,,,,
612,SK-BSa (Banská Štiavnica) Protocollum No.inv.331 1676,SK-BSa 331,,,,15th century,Slovakia,,,,,,,http://cantus.sk/source/73,,,,
613,SK-BRl (Bratislava) Rkp. 387 Missale Notatum,SK-BRl Rkp. 387,,,,13th century,Scandinavia ,,,,,,,http://cantus.sk/source/26226,,,,
614,D-Sl : HB VII 043,D-Sl HB VII 043,,,,10th century,zone du Lac de Constance,,,,,,,http://musmed.eu/source/14471,,,,
615,D-Mbs : Clm 14965b,D-Mbs Clm 14965b,,,,11th century,St. Michel de Bamberg > St-Emmeram de Regensburg,,,,,,,http://musmed.eu/source/12295,,,,
616,SK-BRsa Antiphonarium Scepusiense Protoc.1556 /?/,SK-BRsa Spis 1556,,,,15th century,Slovakia - Spišská Kapitula,,,,,,,http://cantus.sk/source/13838,,,,
617,A-KN Fragm. 17 ,A-KN Fragm. 17,,,,13th century,Austria/Germany,,,,,,,http://austriamanus.org/source/20,,,,
618,F-O : Ms 014,F-O Ms 014,,,,10th century,Abbayes de Fleury,,,,,,,http://musmed.eu/source/12635,,,,
619,CH-SGs : Cod 0340,CH-SGs Cod 0340,,,,11th century,St Gallen,,,,,,,http://musmed.eu/source/14274,,,,
620,A-KN Fragm. 335 Antiphonarium,A-KN Fragm. 335,,,,15th century,Austria,,,,,,,http://austriamanus.org/source/75,,,,
621,F-AVR : Ms 0032,F-AVR Ms 0032,,,,10th century,"Avranches, France",,,,,,,http://musmed.eu/source/8628,,,,
622,D-KNd : Ms 0030,D-KNd Ms 0030,,,,11th century,Abbaye d'Amorbach ,,,,,,,http://musmed.eu/source/11434,,,,
623,SK-BRsa Kre Cx III,SK-BRsa Cx III,,,,14th century,Central Europe,,,,,,,http://cantus.sk/source/13684,,,,
624,V-CVbav : Pal.lat.0482,V-CVbav Pal.lat.0482,,,,11th century,Allemagne,,,,,,,http://musmed.eu/source/14832,,,,
625,SK-Brl (Bratislava) Lyc C I-VII 58,SK-BRl Lyc CI-VII58,,,,14th century,Slovakia,,,,,,,http://cantus.sk/source/4926,,,,
626,F-O : Ms 084,F-O Ms 084,,,,10th century,Abbaye de Fleury,,,,,,,http://musmed.eu/source/12651,,,,
627,SK-BRnm (Bratislava) MUS I 12,SK-BRnm MUS I 12,,,,15th century,Slovakia,,,,,,,http://cantus.sk/source/212,,,,
628,SK-BRnm (Bratislava) MUS I 6,SK-BRnm MUS I 6,,,,15th century,Slovakia,,,,,,,http://cantus.sk/source/207,,,,
629,SK-BRsa Antiphonarium Scepusiense sine Sign. Anni 1560,SK-BRsa Spis 1560,,,,15th century,Slovakia - Spišská Kapitula,,,,,,,http://cantus.sk/source/13706,,,,
630,SK-Bra (Bratislava) EC Lad.1/8,SK-Bra ECLad.1/8,,,,14th century,Germany,,,,,,,http://cantus.sk/source/10950,,,,
631,SK-MO (Modra) Magistrát mesta Modry 5188 Register der Abgaben für das Winzerrecht 1668,SK-MO 5188,,,,15th century,"Transylvania-Várad, Zalka antiphonary",,,,,,,http://cantus.sk/source/186,,,,
632,SK-KOs (Košice) Antiphonarium U 383 PA,SK-KOs U 383 PA,,,,16th century,Germany,,,,,,,http://cantus.sk/source/10449,,,,
633,SK-Bra (Bratislava) EC Lad.2/41,SK-Bra ECLad.2/41,,,,15th century,Central Europe,,,,,,,http://cantus.sk/source/10958,,,,
634,E-SI (Santo Domingo de Silos) MS 3,E-SI MS 3,,,,11th century,Santo Domingo de Silos,,,,,,,http://musicahispanica.eu/source/20177,,,,
635,"SK-BSa (Banská Štiavnica) Liber Continens 1583, No.inv.1271, 159 MMBŠ 16K155 1583, škatuľa 33",SK-BSa 1271,,,,16th century,Slovakia,,,,,,,http://cantus.sk/source/132,,,,
636,E-TUY (Tuy) Archivo Capitular de la Catedral de Tuy Fragmento 16,E-TUY Fragmento 016,,,,c. 1400,"Tui (E), Catedral",,,,,,,https://pemdatabase.eu/source/67165,Secular,,,
637,F-Pn : Lat. 10754,F-Pn Lat. 10754,,,,10th century,Jésuites du Collège de Clermont à Paris,,,,,,,http://musmed.eu/source/13338,,,,
638,SK-BRsa Antiphonarium Bibliotheca Capituli Posoniensis S. Pat. 61,SK-BRsa S.Pat.61,,,,15th century,Bratislava,,,,,,,http://cantus.sk/source/13902,,,,
